Em	494	0	9.55949E-05	0.000248158	0.050248981	0.048160136	0.115974453
Em	496	0	0.000113432	0.000195934	0.048002644	0.045821316	0.112568106
Em	498	0	0.000128893	0.000187052	0.045684373	0.043524562	0.109036724
Em	500	0	0.00018134	0.000153614	0.043631542	0.041417172	0.105187381
Em	502	0	0.000133263	0.00018561	0.041578153	0.039371358	0.103004986
Em	504	0	0.000120721	0.000209751	0.039871168	0.037380833	0.10071823
Em	506	0	0.000187778	0.000184487	0.038075088	0.035675768	0.097028166
Em	508	0	0.000190548	0.000205826	0.036343829	0.033944268	0.094943947
Em	510	0	0.000228394	0.000196559	0.034679422	0.032349521	0.092120575
Em	512	0	0.000224784	0.000251469	0.033062471	0.030913896	0.089150408
Em	514	0	0.000304104	0.00021222	0.031641533	0.029416299	0.086228331
Em	516	0	0.000258606	0.000178478	0.030285639	0.027951508	0.084352445
Em	518	0	0.000588224	0.000233417	0.028236374	0.027110976	0.078959639
Em	520	0	0.000623042	0.00023787	0.027057214	0.026038726	0.075965434
Em	522	0	0.000589075	0.000226386	0.025747029	0.024799499	0.07415082
Em	524	0	0.000490894	0.000207506	0.024510504	0.02351862	0.07143972
Em	526	0	0.000512212	0.000244783	0.023456074	0.022532196	0.069102341
Em	528	0	0.00054954	0.000237828	0.022165217	0.021679194	0.065451818
Em	530	0	0.000329898	0.000161066	0.021523673	0.020311187	0.065502677
Em	532	0	0.000305147	0.000217203	0.020635732	0.019487492	0.063245255
Em	534	0	0.000197855	0.000153345	0.019697227	0.018498236	0.060943744
Em	536	0	0.000166783	0.000155457	0.018827596	0.017581603	0.059289892
Em	538	0	0.000127134	0.000259675	0.017812937	0.016907397	0.056380021
Em	540	0	0.000120034	0.000273052	0.017075714	0.016233777	0.05448426
Em	542	0	0.00011464	0.000207356	0.016559464	0.015269677	0.05364323
Em	544	0	0	0.000121285	0.015790039	0.01453936	0.051966934
Em	546	0	0	7.7932E-05	0.015127207	0.013908145	0.05008331
Em	548	0	0.000241378	0.000208983	0.014264808	0.013312491	0.047918777
Em	550	0	0.000221141	0.000238643	0.013634749	0.012653218	0.04654403
Em	552	0	0.000205741	0.000263618	0.01302854	0.012110452	0.044815212
Em	554	0	0.000403872	0.000153923	0.01236715	0.011606376	0.042837503
Em	556	0	0.000476251	0	0.011971256	0.010956585	0.041716087
Em	558	0	0.000629959	0.000176223	0.011351292	0.010498694	0.039891356
Em	560	0	0.000756847	0.000177348	0.010876447	0.009999261	0.038418458
Em	562	0	0.001081052	0.000194891	0.01035606	0.009592908	0.036715328
Em	564	0	0.001433764	0.00022391	0.009815246	0.009249672	0.035196738
Em	566	0	0.001947016	0.000293418	0.009292313	0.008853748	0.033679932
Em	568	0	0.002541793	0.000261755	0.008605359	0.00866816	0.031276652
Em	570	0	0.003380205	0.000305067	0.008139478	0.008381868	0.029905934
Em	572	0	0.004310445	0.000406141	0.007711238	0.00798203	0.028486153
Em	574	0	0.005372309	0.00053441	0.007184061	0.007719374	0.027008603
Em	576	0	0.006335313	0.00065175	0.006779283	0.007436824	0.025768251
Em	578	0.000169604	0.006994987	0.000807123	0.006292505	0.007120013	0.024439875
Em	580	0.000256532	0.007665259	0.000895472	0.005914898	0.006921664	0.023064731
Em	582	0.000385065	0.008430463	0.001011202	0.005503437	0.006679652	0.021954429
Em	584	0.00057032	0.009070311	0.001082767	0.005058229	0.006490026	0.020799439
Em	586	0.000702395	0.009735087	0.001258301	0.004658274	0.006288515	0.019723186
Em	588	0.000761484	0.010388016	0.001340727	0.004238326	0.006087766	0.018786099
Em	590	0.000846892	0.011015374	0.001429457	0.003951453	0.00584853	0.017802837
Em	592	0.001237144	0.010774454	0.001638686	0.00385049	0.005606513	0.016983225
Em	594	0.001371785	0.011168865	0.00171493	0.003388772	0.005447428	0.016176919
Em	596	0.001497733	0.011422316	0.001836789	0.003135938	0.005258552	0.015330283
Em	598	0.00114786	0.012362681	0.001592805	0.002993603	0.005073703	0.014664379
Em	600	0.001275404	0.012453909	0.001676177	0.002700585	0.004864673	0.013882333
